,worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,doc_index,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,doc_fact_check_source,doc_speaker_name,doc_speaker_party,doc_statement_date,doc_statement_description,doc_statement_text,doc_evidence_url,doc_completeness_value,doc_completeness_label,doc_completeness_index,doc_completeness_description,doc_comprehensibility_value,doc_comprehensibility_label,doc_comprehensibility_index,doc_comprehensibility_description,doc_precision_value,doc_precision_label,doc_precision_index,doc_precision_description,doc_informativeness_value,doc_informativeness_label,doc_informativeness_index,doc_informativeness_description,doc_unbiasedness_value,doc_unbiasedness_label,doc_unbiasedness_index,doc_unbiasedness_description,doc_accuracy_value,doc_accuracy_label,doc_accuracy_index,doc_accuracy_description,doc_speaker's-trustworthiness_value,doc_speaker's-trustworthiness_label,doc_speaker's-trustworthiness_index,doc_speaker's-trustworthiness_description,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_index,doc_truthfulness_description,doc_confidence_value,doc_confidence_label,doc_confidence_index,doc_confidence_description,doc_accesses,doc_time_elapsed,doc_time_start,doc_time_end,global_outcome,global_form_validity,gold_checks,time_spent_check,time_check_amount,quartile,mean
924,611dbfe946412da7f8c130f7,True,FakeNewsMultidimensional,V4-Prolific-1,unit_18,1,1,Next,"Mon, 22 Aug 2022 15:49:50 GMT",2022-08-22 15:49:50 00:00,2.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,https://twitter.com/PolitiFact/status/1537752490086739970,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,2.0,barely-true,2.0,,1.0,partially-agree,3.0,,1.0,34.6,1661182684.19,1661182718.79,True,True,True,True,True,correct_false,0.8
932,611e98f99f858a3980832435,True,FakeNewsMultidimensional,V4-Prolific-1,unit_72,1,1,Next,"Tue, 23 Aug 2022 11:12:00 GMT",2022-08-23 11:12:00 00:00,2.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://www.cnn.com/2022/04/21/politics/fact-check-david-perdue-2020-election-brian-kemp/index.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,51.72,1661252081.12,1661252132.84,True,True,True,True,True,other,2.1
936,611eeb35a6288fcbe35bd45c,True,FakeNewsMultidimensional,V4-Prolific-1,unit_158,1,1,Next,"Tue, 23 Aug 2022 14:57:37 GMT",2022-08-23 14:57:37 00:00,6.0,greene-twists-logic-and-facts-pedophilia-charge-ag,pants-on-fire,0.0,Politifact,Marjorie Taylor Greene,REP,2022-04-04,"stated on April 4, 2022 in a tweet:","Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney âare pro-pedophile.â",https://abcnews.go.com/Politics/republicans-romney-murkowski-collins-vote-ketanji-brown-jackson/story?id=83884756,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,2.0,completely-agree,4.0,,1.0,72.52,1661266306.56,1661266379.08,True,True,True,True,True,correct_false,1.2
946,612a8fa4bc1b85707e319280,True,FakeNewsMultidimensional,V4-Prolific-1,unit_21,1,1,Next,"Mon, 22 Aug 2022 15:51:24 GMT",2022-08-22 15:51:24 00:00,3.0,do-republicans-want-throw-doctors-who-break-aborti,pants-on-fire,0.0,Politifact,National Republican Senatorial Committee,REP,2022-05-03,"stated on May 3, 2022 in a memo to Republican senate candidates and lawmakers:",âRepublicans DO NOT want to throw doctorsâ in jail.,https://www.statesman.com/story/news/politics/politifact/2022/05/07/fact-check-do-republicans-seek-criminalize-providing-an-abortion/9676456002/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,3.0,184.2,1661182883.37,1661183058.21,True,True,True,True,True,other,2.0
957,612bb0204ad8e7e8bed041eb,True,FakeNewsMultidimensional,V4-Prolific-1,unit_189,1,1,Next,"Tue, 23 Aug 2022 13:44:19 GMT",2022-08-23 13:44:19 00:00,3.0,courts-have-repeatedly-upheld-grants-gableman-says,pants-on-fire,0.0,Politifact,Michael Gableman,REP,2022-03-07,"stated on March 7, 2022 in TV interview:","Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",https://www.msn.com/en-us/news/poverty/politifact-wisconsin-did-five-wi-cities-receive-money-for-the-2020-election-from-mark-zuckerberg/vi-AAVfqoV,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,194.11,1661261736.99,1661261931.09,True,True,True,True,True,other,2.2
962,612fd3208d3decaf3ec80bcc,True,FakeNewsMultidimensional,V4-Prolific-1,unit_87,1,1,Next,"Tue, 23 Aug 2022 11:10:49 GMT",2022-08-23 11:10:49 00:00,0.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://www.newsweek.com/russia-vladimir-putin-lgbt-laws-gender-1446595,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,46.71,1661252509.0,1661252555.71,True,True,True,True,True,correct_false,1.2
973,61372727e083e6cd1c827f81,True,FakeNewsMultidimensional,V4-Prolific-1,unit_90,1,1,Next,"Tue, 23 Aug 2022 11:05:55 GMT",2022-08-23 11:05:55 00:00,3.0,david-perdue-distorts-facts-georgia-agreement-abse,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-04-24,"stated on April 24, 2022 in a debate:",A consent decree approved by Gov. Brian Kemp âinvalidated all voter ID lawâ and âallowed fraudulent ballots to be acceptedâ in the 2020 race.,https://www.factcheck.org/2022/04/tv-ad-attacking-brian-kemp-makes-unsubstantiated-georgia-election-claim/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,69.43,1661252505.21,1661252574.64,True,True,True,True,True,wrong_false,2.5
979,613e002e81f4b2409b531dbd,True,FakeNewsMultidimensional,V4-Prolific-1,unit_85,1,1,Next,"Tue, 23 Aug 2022 11:17:11 GMT",2022-08-23 11:17:11 00:00,1.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://www.19fortyfive.com/2021/03/joe-bidens-transgender-order-imperils-victims-of-abuse/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,18.12,1661253328.83,1661253346.94,True,True,True,True,True,correct_false,1.2
991,6140d157b34095ebc86d65c1,True,FakeNewsMultidimensional,V4-Prolific-1,unit_150,1,1,Next,"Tue, 23 Aug 2022 12:19:54 GMT",2022-08-23 12:19:54 00:00,5.0,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,Politifact,Tom Suozzi,DEM,2022-01-04,"stated on January 4, 2022 in a Tweet:",Hochul is an âinterim Governor.â,https://www.politico.com/news/2022/01/28/suozzi-hochul-governor-primary-00003068,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,0.0,neutral,2.0,,1.0,97.7,1661256673.34,1661256771.04,True,True,True,True,True,wrong_false,3.2
992,614bbf1e7de43dee7386fe3f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_128,1,1,Next,"Wed, 24 Aug 2022 13:54:47 GMT",2022-08-24 13:54:47 00:00,6.0,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,Politifact,Tom Suozzi,DEM,2022-01-04,"stated on January 4, 2022 in a Tweet:",Hochul is an âinterim Governor.â,https://wnynewsnow.com/2021/03/15/borrello-says-hochul-would-be-capable-in-interim-governor-role/,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,250.61,1661348202.45,1661348453.06,True,True,True,True,True,wrong_false,3.2
1001,614f6bad672ef7cf5ecfd965,True,FakeNewsMultidimensional,V4-Prolific-1,unit_140,1,1,Finish,"Tue, 23 Aug 2022 14:42:56 GMT",2022-08-23 14:42:56 00:00,7.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://nader.ontheissues.org/domestic/Jon_Tester_Gun_Control.htm,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,2.0,completely-agree,4.0,,1.0,91.16,1661265288.42,1661265379.58,True,True,True,True,True,wrong_false,3.3
1009,615200800c7a074171c4968d,True,FakeNewsMultidimensional,V4-Prolific-1,unit_181,1,1,Finish,"Tue, 23 Aug 2022 13:41:35 GMT",2022-08-23 13:41:35 00:00,7.0,courts-have-repeatedly-upheld-grants-gableman-says,pants-on-fire,0.0,Politifact,Michael Gableman,REP,2022-03-07,"stated on March 7, 2022 in TV interview:","Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",https://www.newsmax.com/newsfront/facebook-zuckerberg-money-election/2020/12/16/id/1001902/,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,298.44,1661261347.82,1661261646.26,True,True,True,True,True,other,2.2
1020,615dbf532dce1f14ef1b3ddc,True,FakeNewsMultidimensional,V4-Prolific-1,unit_163,1,1,Next,"Tue, 23 Aug 2022 12:44:43 GMT",2022-08-23 12:44:43 00:00,2.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://www.usatoday.com/story/news/factcheck/2021/06/01/fact-check-georgia-audit-hasnt-found-30-000-fake-ballots/5253184001/,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,59.15,1661257540.65,1661257599.8,True,True,True,True,True,other,2.1
1026,6168b61ad8c0d63b37a92109,True,FakeNewsMultidimensional,V4-Prolific-1,unit_148,1,1,Next,"Tue, 23 Aug 2022 12:07:31 GMT",2022-08-23 12:07:31 00:00,0.0,tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-,pants-on-fire,0.0,Politifact,Lou Greenwald,DEM,2022-07-06,"stated on July 15, 2012 in an interview on 6abcâs âInside Storyâ:","Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",https://www.nj.com/news/2012/07/politifact_nj_assemblyman_lou.html,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,18.96,1661256097.0,1661256115.96,True,True,True,True,True,wrong_false,3.5
1036,6168cbfbad1cc13ba73ade6e,True,FakeNewsMultidimensional,V4-Prolific-1,unit_39,1,1,Next,"Mon, 22 Aug 2022 17:11:40 GMT",2022-08-22 17:11:40 00:00,2.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,https://mediabiasfactcheck.com/2022/06/22/the-latest-fact-checks-curated-by-media-bias-fact-check-06-22-2022/,0.0,neutral,2.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,72.84,1661187828.31,1661187901.15,True,True,True,True,True,correct_false,0.8
1043,616b5241d8eb9504f10a5cb2,True,FakeNewsMultidimensional,V4-Prolific-1,unit_67,1,1,Next,"Tue, 23 Aug 2022 10:43:32 GMT",2022-08-23 10:43:32 00:00,1.0,david-perdue-distorts-facts-georgia-agreement-abse,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-04-24,"stated on April 24, 2022 in a debate:",A consent decree approved by Gov. Brian Kemp âinvalidated all voter ID lawâ and âallowed fraudulent ballots to be acceptedâ in the 2020 race.,https://www.newsweek.com/trump-georgia-gov-kemp-consent-decree-1547476,0.0,neutral,2.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,2.0,completely-agree,4.0,,4.0,mostly-true,4.0,,2.0,completely-agree,4.0,,1.0,72.22,1661250272.59,1661250344.81,True,True,True,True,True,wrong_false,2.5
1051,616c056b42e788ef31efc4b0,True,FakeNewsMultidimensional,V4-Prolific-1,unit_60,1,1,Next,"Wed, 24 Aug 2022 09:19:23 GMT",2022-08-24 09:19:23 00:00,6.0,common-core-testing-homosexual-possibly-can,pants-on-fire,0.0,Politifact,Charles Van Zant,REP,2022-05-16,"stated on March 22, 2014 in speech in March publicized May 16 by Think Progress:","A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",https://www.vox.com/2014/5/22/5739434/why-a-florida-lawmaker-thinks-common-core-tests-will-make-kids-gay,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,3.0,282.67,1661331883.92,1661332160.56,True,True,True,True,True,correct_false,0.7
1069,61bb3a5340db417c1a138ffc,True,FakeNewsMultidimensional,V4-Prolific-1,unit_32,1,1,Next,"Tue, 23 Aug 2022 14:10:17 GMT",2022-08-23 14:10:17 00:00,4.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://www.tester.senate.gov/?p=press_release&id=1812,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,2.0,barely-true,2.0,,0.0,neutral,2.0,,1.0,94.35,1661263025.27,1661263119.61,True,True,True,True,True,wrong_false,3.3
1076,62349b2406ea604d296bd69d,True,FakeNewsMultidimensional,V4-Prolific-1,unit_142,1,1,Next,"Tue, 23 Aug 2022 12:05:18 GMT",2022-08-23 12:05:18 00:00,3.0,common-core-testing-homosexual-possibly-can,pants-on-fire,0.0,Politifact,Charles Van Zant,REP,2022-05-16,"stated on March 22, 2014 in speech in March publicized May 16 by Think Progress:","A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",https://archive.thinkprogress.org/florida-lawmaker-common-core-will-turn-every-one-of-your-children-gay-d76a564bd2ee/,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,2.0,barely-true,2.0,,2.0,completely-agree,4.0,,1.0,107.98,1661255946.47,1661256054.45,True,True,True,True,True,correct_false,0.7
1083,6236fe0ee063333a3e1ba72a,True,FakeNewsMultidimensional,V4-Prolific-1,unit_28,1,1,Next,"Tue, 23 Aug 2022 13:52:55 GMT",2022-08-23 13:52:55 00:00,2.0,graphic-labeled-top-ten-most-unhealthy-us-cities-d,pants-on-fire,0.0,Politifact,Dan Bongino,REP,2022-02-05,"stated on February 5, 2022 in a TV segment graphic:","The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",https://our.news/2022/02/08/politifact-in-graphic-labeled-top-ten-most-unhealthy-u-s-cities-dan-bongino-actually-showed-the-healthiest/,0.0,neutral,2.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,0.0,lie,0.0,,1.0,partially-agree,3.0,,1.0,211.12,1661262161.35,1661262372.46,True,True,True,True,True,other,1.7
1087,6266a84a363636eab2c40c41,True,FakeNewsMultidimensional,V4-Prolific-1,unit_27,1,1,Next,"Mon, 22 Aug 2022 16:03:33 GMT",2022-08-22 16:03:33 00:00,6.0,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,Politifact,Josh Mandel,DEM,2022-07-14,"stated on February 25, 2022 in a speech at the 2022 CPAC meeting in Florida:",The 2020 election âwas stolen from Donald J. Trump.â,https://www.mediaite.com/politics/ohio-senate-candidate-josh-mandel-falsely-claims-election-was-stolen-from-trump/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,lie,0.0,,0.0,neutral,2.0,,1.0,96.26,1661183861.25,1661183957.51,True,True,True,True,True,correct_false,1.1
1098,6266a87a7adacd7a91cabc93,True,FakeNewsMultidimensional,V4-Prolific-1,unit_164,2,2,Next,"Tue, 23 Aug 2022 12:55:29 GMT",2022-08-23 12:55:29 00:00,3.0,tulsi-gabbard-falsely-claims-us-not-so-different-r,pants-on-fire,0.0,Politifact,Tulsi Gabbard,DEM,2022-03-15,"stated on March 15, 2022 in a Fox News appearance:","""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",https://www.newsweek.com/tulsi-gabbard-joe-biden-tiktok-russian-propaganda-1688547,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,2.0,,1661258461.4,1661258580.83,True,True,True,True,True,other,2.1
1110,62711f17fc06135fb32b6e6b,True,FakeNewsMultidimensional,V4-Prolific-1,unit_161,1,1,Next,"Tue, 23 Aug 2022 12:43:17 GMT",2022-08-23 12:43:17 00:00,5.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://apnews.com/article/russia-ukraine-putin-biden-europe-moscow-c3a7bc9ddc55cf8d06d8cfd20488f48e,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,0.0,neutral,2.0,,1.0,153.31,1661257779.48,1661257932.79,True,True,True,True,True,correct_false,1.2
1118,627121bbdd4e39bcc0a0079f,True,FakeNewsMultidimensional,V4-Prolific-1,unit_49,1,1,Next,"Tue, 23 Aug 2022 10:20:16 GMT",2022-08-23 10:20:16 00:00,5.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://www.businessinsider.com/putin-slams-cancel-culture-and-supporters-of-transgender-rights-2021-10,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,2.0,completely-agree,4.0,,1.0,344.32,1661249071.6,1661249415.92,True,True,True,True,True,correct_false,1.2
1122,6272919c35ab7659d0754c07,True,FakeNewsMultidimensional,V4-Prolific-1,unit_82,1,1,Next,"Tue, 23 Aug 2022 11:05:48 GMT",2022-08-23 11:05:48 00:00,1.0,claim-nominee-ketanji-brown-jackson-wants-defund-p,pants-on-fire,0.0,Politifact,Mick McGuire,REP,2022-03-24,"stated on March 24, 2022 in an ad:","Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",https://www.latestly.com/socially/social-viral/fact-check/there-is-no-evidence-that-supreme-court-nominee-ketanji-brown-jackson-has-a-weak-latest-tweet-by-politifact-3514970.html,0.0,neutral,2.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,barely-true,2.0,,2.0,completely-agree,4.0,,1.0,85.68,1661252251.84,1661252337.52,True,True,True,True,True,other,1.5
1133,6273088a00cf446a9c9cd8f6,True,FakeNewsMultidimensional,V4-Prolific-1,unit_7,1,1,Next,"Tue, 23 Aug 2022 13:53:20 GMT",2022-08-23 13:53:20 00:00,4.0,georgias-david-perdue-said-elections-were-stolen-h,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-03-25,"stated on March 25, 2022 in a radio interview:",The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,https://abc17news.com/news/2022/04/21/fact-check-new-david-perdue-tv-ad-tells-two-election-lies-at-once/,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,114.49,1661262209.62,1661262324.12,True,True,True,True,True,other,2.1
1142,627524293d738cdeebb0d481,True,FakeNewsMultidimensional,V4-Prolific-1,unit_4,1,1,Next,"Mon, 22 Aug 2022 13:24:03 GMT",2022-08-22 13:24:03 00:00,5.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,https://www.huffpost.com/entry/ted-nugent-hillary-clinton-shooting-video_n_57329571e4b0bc9cb048914c,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,78.22,1661174347.51,1661174425.73,True,True,True,True,True,correct_false,0.8
1148,6277f24d24ba4608b3fa016c,True,FakeNewsMultidimensional,V4-Prolific-1,unit_6,1,1,Next,"Wed, 24 Aug 2022 08:51:06 GMT",2022-08-24 08:51:06 00:00,3.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://www.statesman.com/story/news/politics/politifact/2022/04/06/fact-check-were-there-more-votes-than-registered-voters-2020/9469305002/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,166.41,1661330659.5,1661330825.91,True,True,True,True,True,other,1.8
1158,627935c4e5d7e70b502e206e,True,FakeNewsMultidimensional,V4-Prolific-1,unit_110,1,1,Next,"Tue, 23 Aug 2022 14:53:11 GMT",2022-08-23 14:53:11 00:00,5.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://www.breitbart.com/national-security/2022/05/01/pollak-biden-takes-high-risks-in-escalating-war-with-russia-in-ukraine/,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,148.73,1661265207.01,1661265355.74,True,True,True,True,True,correct_false,1.2
